cc-6.trace,inclusive,lru,0.20041,0.579086350610269
bfs-3.trace,inclusive,lru,0.204901,0.17984187037610824
cc-6.trace,inclusive,lip,0.221815,0.6498671283087755
bfs-3.trace,inclusive,lip,0.208601,0.0996546020958783
cc-6.trace,inclusive,eaf,0.209896,0.6077856138646027
bfs-3.trace,inclusive,eaf,0.204338,0.09258794381200816
cc-6.trace,inclusive,gippr,0.198281,0.5681738581230442
bfs-3.trace,inclusive,gippr,0.204414,0.17663869931426987
cc-6.trace,inclusive,random,0.186811,0.4980725515489081
bfs-3.trace,inclusive,random,0.20225,0.13757794900257925
cc-6.trace,inclusive,fifo,0.199531,0.5746499139031362
bfs-3.trace,inclusive,fifo,0.20472,0.1784751364397382
cc-6.trace,inclusive,drrip,0.21288,0.6358824549575676
bfs-3.trace,inclusive,drrip,0.206082,0.18378299044515442
cc-6.trace,inclusive,srrip,0.210691,0.6267823642198943
bfs-3.trace,inclusive,srrip,0.205918,0.18603222830215085
cc-6.trace,inclusive,ship,0.213234,0.6369626292745008
bfs-3.trace,inclusive,ship,0.206264,0.18874664391230148
cc-6.trace,inclusive,hawkeye,0.212387,0.6327166502145097
bfs-3.trace,inclusive,hawkeye,0.208052,0.0945529276818877
cc-6.trace,inclusive,lfu,0.1932,0.4782739992039187
bfs-3.trace,inclusive,lfu,0.208427,0.09804585614988598
cc-6.trace,non_inclusive,lru,0.200448,0.5791478007576227
bfs-3.trace,non_inclusive,lru,0.204929,0.17995923636116584
cc-6.trace,non_inclusive,lip,0.221679,0.64925222700873
bfs-3.trace,non_inclusive,lip,0.209805,0.10377757154368034
cc-6.trace,non_inclusive,eaf,0.210273,0.6096635081732407
bfs-3.trace,non_inclusive,eaf,0.205432,0.09743868469325362
cc-6.trace,non_inclusive,gippr,0.198324,0.5683365025507845
bfs-3.trace,non_inclusive,gippr,0.204422,0.1766481101271963
cc-6.trace,non_inclusive,random,0.186891,0.49830606205228667
bfs-3.trace,non_inclusive,random,0.20259,0.13833295513683694
cc-6.trace,non_inclusive,fifo,0.199569,0.5747243476318218
bfs-3.trace,non_inclusive,fifo,0.204763,0.17860044840002717
cc-6.trace,non_inclusive,drrip,0.212892,0.635874119086877
bfs-3.trace,non_inclusive,drrip,0.206144,0.18389564508458456
cc-6.trace,non_inclusive,srrip,0.210726,0.6268487681387895
bfs-3.trace,non_inclusive,srrip,0.205956,0.18611590461308514
cc-6.trace,non_inclusive,ship,0.213253,0.6372865450594234
bfs-3.trace,non_inclusive,ship,0.206312,0.18885657993070182
cc-6.trace,non_inclusive,hawkeye,0.212445,0.6329986653097699
bfs-3.trace,non_inclusive,hawkeye,0.207879,0.07381072083701339
cc-6.trace,non_inclusive,lfu,0.193721,0.4793720293953463
bfs-3.trace,non_inclusive,lfu,0.209731,0.10259148744204753
cc-6.trace,exclusive,lru,0.180755,0.43708162684055585,75.4345232753969
bfs-3.trace,exclusive,lru,0.205511,0.3225807861263846,41.33833057744462
cc-6.trace,exclusive,lip,0.15832,0.33788542809900557,88.60332151955713
bfs-3.trace,exclusive,lip,0.206987,0.3206806683203479,41.44436390370907
cc-6.trace,exclusive,eaf,0.172949,0.40618442794290377,79.54118939450808
bfs-3.trace,exclusive,eaf,0.204735,0.3209654956123025,41.426330571577964
cc-6.trace,exclusive,gippr,0.181593,0.4394747406810074,75.11668998444134
bfs-3.trace,exclusive,gippr,0.206111,0.3324938486032711,40.73756395082907
cc-6.trace,exclusive,random,0.17118,0.4034587770087846,79.89578934722809
bfs-3.trace,exclusive,random,0.204811,0.3157453108227331,41.75196388320241
cc-6.trace,exclusive,fifo,0.181747,0.4399748379427705,75.04968999337466
bfs-3.trace,exclusive,fifo,0.206174,0.3326579496662585,40.73139728457351
cc-6.trace,exclusive,drrip,0.180392,0.4358763039445083,75.59102325453024
bfs-3.trace,exclusive,drrip,0.206079,0.3319431617155912,40.77259728182685
cc-6.trace,exclusive,srrip,0.181583,0.43963988613059163,75.09562332058356
bfs-3.trace,exclusive,srrip,0.206189,0.3328863920863545,40.71536395230907
cc-6.trace,exclusive,ship,0.179394,0.4326672013501089,76.0192565307658
bfs-3.trace,exclusive,ship,0.205441,0.322182200357684,41.36193057587129
cc-6.trace,exclusive,hawkeye,0.12699,0.11748843076884645,117.7586509655132
bfs-3.trace,exclusive,hawkeye,0.201628,0.23871207586057966,46.416863572209095
cc-6.trace,exclusive,lfu,0.133712,0.17443150152711553,110.21161863845084
bfs-3.trace,exclusive,lfu,0.207688,0.32066362436290835,41.443863903742404
